price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,h_age
715000,4,2.25,2060,5649,1,5,80
1120000,4,2.25,4470,60373,2,3,33
458000,3,1,1660,7500,1,4,81
966000,5,4.5,3810,8019,2,3,13
305495,3,1.75,2110,10200,2,4,55
543000,2,2,2370,217800,1.5,3,29
340000,3,2.25,1970,3716,2,3,24
633100,4,2.5,2470,33305,2,3,28
310000,3,1,1480,7830,1,3,69
349950,5,3,2257,10117,1,3,16
267800,2,1,700,6000,1,4,72
234000,4,2,1630,9010,1,4,46
740000,4,2.5,3430,10157,2,3,21
607500,5,1.75,2220,6000,1.5,3,98
223000,3,1.75,1340,7473,1,4,48
400000,2,1,980,2130,1,4,103
802000,3,2.5,2580,13096,2,3,35
253000,4,2.5,2230,4541,2,3,15
1058000,4,2,2290,11137,1,4,66
300000,3,1,1260,8280,1,3,75
625000,4,2.75,1680,11180,1,4,55
707000,4,3.25,3200,7081,2,3,17
950000,4,2.5,3320,7644,2,3,26
420000,4,2.5,3040,24123,2,3,22
498000,4,2.75,2270,7375,1,4,48
450000,3,2.5,2910,17172,2,3,32
955000,5,2.25,2510,9887,2,3,49
215000,2,1,1240,7200,1,3,54
437000,3,2.75,2580,5200,2,3,13
773000,3,2.75,2470,3600,2,3,14
1222500,4,3.5,4910,9444,1.5,3,14
256883,3,2.5,1690,5025,2,3,18
592500,4,2.5,2240,12032,1,3,38
252350,3,2,1650,7352,1,3,42
370000,4,2.5,2710,5880,2,3,23
465750,3,1.5,1260,10350,1,3,62
185000,3,1,1150,8100,1,3,89
582800,4,2.75,2550,7636,1,3,35
245000,3,1.75,1490,6930,1,4,31
302000,4,1.75,2020,7865,1,4,58
451555,2,1,1320,4520,1,3,109
250000,3,1,1230,10350,1,4,64
255000,4,2.5,2070,7800,2,3,32
840000,4,1.75,2930,11562,1,3,74
190000,3,1,1090,8520,1,3,54
349950,3,1,1400,7066,1,3,64
613000,4,2,1550,4815,1.5,3,112
300000,3,1,1220,13000,1,4,66
455000,3,2.5,1870,7344,1,3,41
335000,3,2.25,2150,30476,2,3,30
197500,3,1,980,3090,1.5,3,118
412500,3,1.5,1490,8475,1,4,58
395300,3,1.5,1120,7000,1,3,66
342400,3,2.25,1180,9630,2,3,35
749400,4,2.5,3240,20301,2,3,36
316500,4,2.5,2150,6807,2,4,30
390000,3,2.5,2240,10800,2,3,25
225000,3,2,1400,7384,1,3,42
550000,3,2.25,1980,40887,1,4,41
280000,3,1,1330,20562,1.5,3,62
1255000,4,2.5,3200,7535,2,3,15
575000,2,1,1490,6000,1,3,75
1000000,5,4.25,3920,16258,2,3,31
585000,5,1.75,2000,3750,2,4,100
620000,4,2.5,2680,9185,2,3,32
204700,4,2,1670,9987,1,3,54
695000,4,3,3150,9130,2,3,20
689900,4,3.25,2740,7266,2,3,18
375000,4,1.75,1890,8000,1,4,61
475000,7,3.5,2870,29699,1,3,60
215000,3,1,1160,10384,1,4,52
2100000,4,1.75,3550,19865,2,3,59
790000,3,1.75,1790,6117,1,3,81
350000,3,1.75,1680,250470,1,4,81
695000,3,2.5,4560,17622,2,4,35
263000,3,2.25,1590,7748,2,4,30
400000,3,1,1630,10304,1,5,68
525000,3,2.5,2700,7434,2,3,30
349950,3,2.5,1700,7496,2,3,27
1085000,4,3.25,3740,12080,1,3,33
744000,4,3,1980,5352,2.5,3,80
312500,2,1,880,6345,1,3,102
240000,3,2,1400,6200,1,3,73
495000,4,2,2050,4000,1.5,5,80
580050,3,2.5,2360,4638,2,3,25
640000,4,2,2560,7798,1,4,74
417000,3,1.5,1340,10224,1,4,65
174950,3,1,1060,5200,1,5,51
295000,3,1.5,850,2500,1,3,35
423000,4,1.75,1880,7303,1,3,45
839000,3,1,1230,12305,1,3,66
343000,4,1.75,2290,10290,1,3,61
467000,3,1,1660,6582,1,5,75
512500,3,2.5,1840,2875,2,4,24
575000,4,2.5,3020,17810,1,3,42
465000,3,1.75,1410,6886,1,3,97
270000,3,1,1010,9514,1,3,52
340000,3,1.75,1960,8136,1,3,73
765000,5,3.75,3580,14275,2,3,22
497000,4,2.5,2240,7200,2,3,26
803100,4,2.5,3310,5404,2,3,17
344000,3,2.5,1232,1130,3,3,14
828950,4,3.5,3930,5680,2,3,8
386380,3,2.5,1720,3600,2,3,11
312000,3,2.25,1490,974,2,3,12
720000,3,2.5,3150,151588,2,3,14
914500,4,2.5,3950,10856,3,3,8
819995,5,2.75,3030,10335,2,3,8
252700,2,1.5,1070,9643,1,3,36
437500,3,2.5,2320,36847,2,3,29
350000,1,1,700,5100,1,3,79
619000,3,2.5,2720,6439,2,3,16
408200,3,2.5,1800,5761,2,4,31
451000,3,1.75,1560,4049,1.5,3,95
317000,3,2,1760,11410,1,5,44
799000,4,3.25,3120,5000,2,3,16
720000,2,1,2020,7200,1,4,74
490000,3,2,1450,2400,1.5,3,121
239900,4,2.25,1860,7000,1,3,42
446000,4,2.25,2270,7800,1,3,44
275000,3,2.5,1480,15639,2,3,34
239950,5,1,1460,6032,2,4,80
248000,4,3.5,1850,6519,2,3,35
619500,3,2.5,2170,5000,2,3,18
363750,3,1.75,1726,197326,2,4,39
385000,3,1.75,1180,10541,1,4,40
370000,4,1.5,1370,9957,1,3,49
425000,3,2.5,2670,13218,1,4,33
342000,3,1,1260,6826,1,3,77
345000,4,1,1980,7991,1.5,3,59
724800,3,2,2050,3933,1,3,95
725000,5,2.75,2830,5310,2,3,15
605000,2,1,910,3600,1,4,112
350000,4,2.5,2440,4000,2,3,12
785000,3,2,2180,5440,1,5,117
250000,3,2,1900,6660,1,5,55
565000,3,2.25,1520,1221,3,3,8
875000,3,2,2220,6641,1,4,74
862500,4,2.75,3280,24440,2,3,25
400000,3,2.5,2740,83199,2,3,48
282613,2,1,830,6017,1,4,67
174500,2,1,1010,5200,1,3,66
306500,3,2.25,2060,38377,1,4,43
445000,3,2.25,1990,7340,2,3,37
433000,4,2.5,2280,7568,2,4,20
306000,3,2.5,1870,5874,2,3,16
620000,3,2.25,1720,4000,1.5,4,100
245000,2,1,870,6150,1,3,80
238000,3,2,1020,1204,2,3,17
523000,3,1.5,1260,3135,1.5,3,90
522500,3,2.5,2370,7875,2,3,18
180000,3,1,1000,18513,1,3,81
375000,3,1.5,1100,1751,2,3,14
249000,3,2.25,1440,7673,1,3,39
730100,4,2.5,3120,14300,2,3,18
551000,2,2,2260,9604,1,3,31
375000,4,2.5,2790,7956,2,3,16
540000,1,1,1140,6700,1.5,3,101
605000,3,2.25,1290,2500,2,4,34
205000,5,1.75,1730,5200,1,4,43
645000,4,2.5,3160,11380,2,3,38
314000,4,2.5,2340,8990,2,3,18
330000,3,1.5,1170,4950,1,4,61
490000,2,1,1160,5000,1,4,84
445000,3,3,1970,24318,1,3,11
2000000,5,4.25,6490,10862,2,4,30
377500,3,2.25,1410,1377,2,3,16
480000,4,2.5,2430,5000,2,3,12
804995,5,1.5,3360,5402,2,3,7
341000,3,2.5,1480,1663,2,3,9
675000,5,2.5,3200,6455,2,3,12
611000,3,2.5,2134,1984,2.5,3,13
379950,3,3.25,1860,1787,3,3,14
1270000,4,3,5520,8313,2,3,13
500000,2,2.5,1310,1500,2,3,15
410000,3,2,1700,4250,1,3,77
415000,3,2.5,2480,8342,2,3,35
297000,5,2.5,1970,8605,2,4,27
575550,4,2.5,2060,7475,1,3,36
534640,3,2.5,2130,3500,1,4,27
352500,3,2.25,1410,14110,1,3,34
488000,2,2,1360,4688,1,3,77
732000,3,2,1940,55756,1,5,67
215000,2,2.25,1610,2040,2,4,42
592500,2,2,1420,9191,1.5,5,93
290000,4,2.5,1700,7280,2,4,33
475000,2,1,1490,3825,1,3,92
320000,3,2.5,2680,7757,2,3,31
1216000,4,2.5,3190,8684,1,5,54
290000,5,1.5,2120,7700,1.5,5,59
487250,4,2,1690,3250,1.5,3,120
339000,4,2.5,1830,8601,2,3,18
440000,2,1.5,1010,1968,1.5,5,115
366500,4,2.75,2070,9300,1,5,76
462000,3,1.5,1710,4500,1.5,3,93
560000,4,1,1660,4690,1.5,3,76
285000,4,1.75,2080,13629,1,4,66
280000,3,2.5,1270,9675,2,3,28
210000,3,1,1080,21043,1,3,79
690000,3,2,1610,5100,1.5,5,81
256500,2,1,1120,9912,1,4,41
411000,4,2.75,2500,5257,2,3,55
215000,3,1,970,7275,1,4,51
762000,5,2,3370,5000,1.5,4,114
359950,3,1,1290,189486,1,4,61
480000,4,3.5,3370,435600,2,3,16
1405000,4,3.5,3410,10769,2,3,13
390000,4,2.5,2490,8290,2,3,22
413500,2,1,770,4000,1,5,97
285000,1,1.5,810,3211,2,4,39
475000,4,2.5,3060,10043,1,4,53
386591,3,2.5,1690,1613,2,3,7
524950,3,1.75,1890,3825,1,3,47
241000,2,2,1470,3128,2,3,16
461000,2,1,1060,7193,1,3,95
810000,4,2.5,3480,59242,2,3,33
885000,4,2.75,2730,3560,1.5,3,100
247000,3,2.25,1580,7941,2,4,35
296500,3,2.75,2170,7900,1,4,43
141800,2,1,930,4743,1,4,79
333000,4,2,1580,7800,2,2,115
602000,5,1.75,3290,11900,1.5,3,48
565000,4,2.25,2110,10698,2,4,42
373000,3,2.5,1670,3565,2,3,22
588000,3,2.25,2030,7350,1,4,44
485000,3,1,1500,4100,1.5,3,95
482500,3,2.25,1450,1445,2,3,16
251200,4,1.5,1310,8250,1,3,68
869000,5,3.25,4180,49222,2,4,42
464000,3,1.75,1630,28600,1,3,54
755000,4,2.5,2660,10452,2,3,28
280000,3,2.5,1720,1916,2,3,16
485000,2,2.25,1260,1240,3,3,17
305000,3,1.75,1610,12247,1,3,40
110700,2,1,680,8064,1,3,80
850000,4,3.5,2640,5900,2,3,84
350000,3,2.25,1640,7200,2,4,36
319950,4,1.75,2310,8045,1,4,45
700000,3,1.75,2010,4905,1,5,109
368000,2,1.5,1660,4680,1,5,113
433500,3,2.5,2200,3360,2,3,12
611000,4,2.5,2460,4200,2,3,23
1000000,2,1.75,2430,23400,1,3,70
307000,3,1,1370,7500,1,3,61
442500,3,1.75,1800,10200,1,3,54
485000,3,1.75,2200,7706,2,3,113
367000,2,1,700,2334,1,3,76
429000,3,2.5,1920,15124,2,3,26
446000,5,2.75,2190,12687,1,5,43
572500,3,2.25,2030,9791,1,4,37
477000,3,2.5,1350,2053,3,3,16
518000,3,2.5,1680,2096,2,3,13
462000,5,1.75,1250,10530,1,4,55
1190000,4,3,2240,6000,1.5,4,107
137000,3,1,950,7620,1,3,67
530000,3,3.5,2320,3174,2,3,24
818000,2,2.5,2380,9374,1,3,10
640000,2,2.25,1540,958,3,3,14
298450,5,3,2100,9752,1,3,14
575000,4,2.5,2500,4945,2,3,8
730000,4,2.5,3230,7331,2,3,17
551000,3,2.5,2830,5802,2,3,20
271310,2,1,870,5340,1.5,2,115
675000,4,3,2690,28300,1,3,67
479000,3,2.5,1260,889,3,3,13
520000,4,3.5,2680,10000,2,3,79
599950,3,2.5,2660,4975,2,3,7
483945,2,1.75,1480,5120,1,4,70
390000,4,2.25,1770,33132,1,4,56
192500,2,1,950,7692,1,3,95
330000,2,1,860,8308,1,4,73
250000,4,2,1960,7560,1,5,43
243000,2,1,1770,5522,1.5,4,78
575000,4,1.75,1280,6060,1,3,95
639000,4,2.5,2150,12028,2,4,39
710000,2,1,1790,4000,1,4,98
675000,3,2.25,1990,10260,2,4,34
405000,5,2.5,2430,4781,2,3,20
615000,4,2.75,2820,13193,1,3,56
490000,3,1,1910,8190,1,4,75
467000,3,2.25,1270,1213,2,3,16
480000,4,2.75,2050,3960,1,4,35
755000,6,2,2150,4505,1,3,69
760000,4,1.75,2450,13300,1,4,34
387000,2,2.25,1230,1280,2,3,9
925000,4,2.25,2260,41984,1,4,54
415000,2,1,1050,60113,1,4,78
263000,3,1.75,1570,7775,2,3,39
519900,4,2,1820,9350,1,4,54
570000,2,1.75,1540,4025,1,4,113
450000,3,1.5,2060,44866,1,3,68
1300000,4,3.5,4380,74052,1,3,20
300000,3,1,1090,9900,1,4,66
320000,3,1.75,1480,7225,1,4,56
387500,4,1,1320,4440,1.5,3,92
458000,1,2.25,2140,10350,1,3,45
1212500,4,3.5,4560,16643,1,3,26
380000,4,3,2800,9764,2,3,19
200000,3,1,1050,5000,1,4,54
385000,3,1.5,1490,9630,1,4,62
396675,2,1,1730,6375,2,4,76
452000,4,1,1210,3760,1.5,3,121
426000,4,2.5,2800,8494,2,3,17
792000,3,1.5,1570,1050,2,3,106
315000,3,2.25,1400,31626,1,2,34
1275000,4,2,2850,7861,1,4,51
326000,6,3,1880,7200,1,4,55
268500,2,1,790,8424,1,4,68
440000,2,1.75,1300,4000,2,3,73
300000,3,1,2120,7735,1,4,54
525000,3,1.5,1540,4773,2,3,80
978000,4,2.75,2620,13777,1.5,4,95
1125000,6,3,2880,3192,2,4,102
700000,4,1,1680,4021,1.5,3,100
315000,2,1,790,6969,1,3,66
309000,3,1,1092,7500,1.5,3,103
219950,3,1.5,1650,9936,1,3,54
289000,3,2.5,2090,4700,2,3,19
210000,4,1.75,2180,28710,1,3,71
260000,4,2.5,1990,6671,2,3,32
699000,4,2.5,2650,7945,2,3,15
1800000,4,3.5,4460,16953,1,3,59
299950,3,1,910,8000,1,4,71
749950,3,2.5,2770,10773,2,3,29
1100000,3,2,2390,6888,2,5,82
555000,3,2.5,3050,158558,1,4,34
384000,3,2.5,1700,4000,2,3,18
499950,5,3.5,3200,43560,2,3,32
430000,3,1.75,1200,4500,1,5,115
350000,4,2.25,2220,6953,2,4,22
620000,3,2.5,2480,9041,2,3,17
765000,4,2.25,2560,12100,1,4,45
250000,4,1.5,2500,6300,1,4,60
376000,2,1,1150,4000,1,3,74
475000,4,1.75,1650,7775,1,4,71
120750,3,1.75,1140,9628,1,4,52
1690000,3,1.75,3400,8965,1,5,64
330000,3,1,1180,43124,1,4,62
619500,3,2.5,1700,4105,2,3,29
345000,3,1.5,1240,11200,1,4,67
598000,5,2.25,2890,12478,2,3,44
335000,3,1,1060,10050,1,4,54
372500,4,1.75,1590,10523,2,4,99
300000,6,5.25,2860,5682,2,3,43
194000,1,1,820,1060,1,3,14
507500,3,2,2020,8118,1,3,58
325000,4,2.25,1870,9680,1,4,62
329900,3,2.5,2170,4905,2,3,17
329000,4,2.5,1600,6765,1,3,74
494000,4,1.75,2090,4300,1.5,4,96
206000,4,2,1700,6025,1,3,43
423000,4,1.75,1940,6909,1,4,80
259000,3,1,1320,8625,1,4,64
879950,4,2.25,3500,13875,1,4,83
345600,5,3.5,2800,5120,2.5,3,118
395000,3,1.5,1080,2940,1.5,4,101
625000,4,2.5,3550,8048,2,3,14
439000,3,2,2010,251341,2,3,18
380000,3,1.75,1690,1468,2,3,13
440000,3,1.5,1270,1443,3,3,14
415000,3,2.25,1970,2377,2,3,13
860000,4,2.75,3160,8097,2,3,7
500000,3,2.5,1210,1200,3,3,13
953007,4,3.5,3120,5086,2,3,13
515000,4,2.5,2670,8765,2,3,15
772000,3,2.25,1640,1204,3,3,7
329995,4,2.5,2303,3680,2,3,8
409316,3,2.5,1800,3168,2,3,7
490000,5,3.5,4460,2975,3,3,8
305000,2,2.5,1590,2656,2,3,12
785000,4,3.5,3070,4684,2,3,12
240000,2,1.75,1330,7200,1,3,28
325000,3,1,990,6750,1,4,74
535800,4,2.5,1900,5790,2,3,27
720000,3,2.5,2020,1159,3,3,21
374000,3,1.75,2000,9416,1,4,60
189650,2,1.75,1100,7600,1,3,41
420850,1,1,960,40946,1,5,76
815000,4,2.75,3488,9614,2,3,23
1065000,2,1.75,1890,9466,2,3,34
199000,4,2,2030,8120,2,3,71
195000,3,1.75,1380,7350,1,3,40
1506000,4,3.25,3660,5800,2.5,3,112
288400,3,2.25,1870,3230,2,3,24
442000,4,2.25,2080,12007,1,4,42
619420,4,2.75,2450,14803,2,4,33
635000,4,2.25,2750,6180,1,4,73
210000,3,1,1240,4842,1,4,105
512500,3,2.5,1900,7604,2,3,31
567000,3,2.5,2540,6093,2,3,22
525000,3,2.75,2100,10362,2,3,23
475000,4,2,1790,2250,1,4,112
250000,3,2,1170,7258,1,3,37
220000,3,1,1060,9126,1,5,65
230000,5,2,1930,6120,1.5,3,80
385500,3,2,1540,7947,1,3,60
895000,5,3,2876,13927,1,4,48
368250,3,2.5,2150,7484,2,3,33
249900,2,1,1140,5500,1,3,74
350000,3,1.5,980,7790,1,5,52
175000,3,1.75,1230,13056,1,4,59
270000,3,1.75,1390,10905,1,3,64
495000,3,3.5,2380,6250,2,3,24
1580000,3,3.25,3690,7200,2,3,14
542500,5,3.25,3010,1074218,1.5,5,90
330000,3,1,1250,9126,1,3,52
1003000,4,2.75,2290,6120,2,4,95
299800,2,1,790,5240,1,4,96
299900,3,2.5,2720,6014,2,3,19
691000,4,2.75,2550,8632,1,3,49
195000,2,1,1080,3899,1,4,49
405000,3,1.75,2470,9620,1,4,59
360000,2,0.75,850,7710,1,5,112
256750,3,2.5,1990,8991,1,3,52
332500,3,2.25,1800,10500,2,3,26
975000,5,4,4850,36450,2,3,44
218000,3,1,1020,7874,1,3,65
429000,3,2.5,2420,49928,2,3,36
589000,4,2.5,2910,5776,2,3,23
255000,3,1.5,1060,9039,1,3,48
668750,4,2.5,2340,6420,1,3,57
344500,4,2.75,1800,5453,1,3,19
452000,4,2,1660,6150,1,3,76
540000,3,1.75,1300,62290,1,3,38
246000,3,1.5,1780,23819,1,3,68
535000,2,1,1030,4841,1,3,82
970000,4,3.25,2790,5420,1,3,58
430000,3,1,1150,3000,1,5,115
520000,4,2.5,3290,11446,2,3,29
712000,4,2.5,3400,247421,2,3,20
450000,2,1,1200,4000,1,3,81
220000,4,2.5,2160,8005,2,3,28
525000,3,1,1450,4000,1,4,73
1220000,4,2.5,3240,3600,2,3,13
540000,3,2,1470,1691,2,3,14
600000,4,2.5,2360,5226,2,3,20
600000,3,2.25,2230,9053,2,4,34
625000,4,2.5,2630,48706,2,3,35
150000,3,1,1010,25000,1,3,55
389999,3,2.25,1445,1471,2,3,18
285000,3,1.75,2380,6000,1.5,3,86
744000,4,2.75,2830,13059,2,3,23
700000,4,2.5,3010,46173,2,3,25
318989,4,2.25,2000,9000,1,4,43
556000,3,2.25,2020,3600,2,3,23
275000,3,2.5,2030,6326,2,3,28
430000,3,2.75,2550,11160,2,3,27
300000,2,1,970,13700,1,3,72
396450,3,1.75,1540,12446,1,5,54
225000,2,1,1396,111949,1,3,81
700000,4,3.25,2780,7875,2,3,15
260000,6,2,2220,8797,1,3,44
655000,4,3.5,2350,13402,2,3,27
1185000,3,2.25,2760,40946,2,5,43
1550000,3,2.5,4460,26027,2,3,29
413800,3,2,1440,4421,1,3,14
950000,5,3.75,5330,6000,2,3,15
334990,4,2.5,2220,4228,2,3,7
2700000,5,4.75,5305,8401,2,3,16
1030000,3,4,3880,13095,2,3,12
1130000,4,3.25,3810,8519,1,3,14
556000,3,3,1960,1168,2,3,14
360000,3,2.5,1530,1131,3,3,12
480000,4,2.25,3250,34293,2,4,38
324000,3,2.5,1750,7208,2,3,27
1050000,4,3.25,3440,35021,2,3,38
275000,1,0.75,1170,14149,1,5,59
180000,3,1,870,5330,1,3,52
749000,4,2.5,2930,18199,2,3,23
1600000,3,2.5,3160,12824,1,4,55
373500,2,1,800,3330,1,3,103
770000,4,2.5,2350,8001,2,4,34
356000,2,1.75,1060,16470,1,3,44
625000,3,1.75,2060,12558,1,4,37
494400,2,1.75,1560,1750,1,4,117
585000,4,1.75,3000,42200,1,3,71
926300,3,1.5,1660,4800,2,3,114
600000,3,1.75,1650,5100,1,5,113
430000,4,3,3220,8936,2,3,31
307000,3,1.5,2320,7500,1,3,45
604700,4,2.75,2750,14982,1,3,40
219900,3,1,910,6000,1,2,65
270000,2,1.5,840,867,2,3,16
432000,3,2.25,1470,1578,2,3,14
300000,6,2,2040,10812,1,4,78
361000,3,1,1100,4046,1.5,4,99
249950,2,1,940,8532,1,4,62
320000,3,2,1110,10500,1,5,43
305000,4,1.75,2200,8100,1.5,5,79
503000,2,1.75,2860,59612,1,3,73
235750,2,1,740,11250,1,2,83
657000,4,1.75,2740,8520,1,3,67
385000,3,1,1250,7300,1,4,65
389950,4,2.5,3140,8060,2,3,30
150000,2,1,820,10270,1,3,67
254500,4,2.75,2570,7264,2,3,23
555000,4,2.25,2350,8140,1,4,44
1075000,4,3,3600,9200,1,4,45
245000,4,2,1580,8000,1,3,54
319950,2,1,1070,5824,1,5,72
337000,3,1,1070,6109,1,5,70
492000,4,2,1640,5000,2,3,114
1170000,3,2.75,2890,12130,2,4,34
348580,3,1,1220,7876,1,3,55
180000,2,1,1400,4500,1,3,99
400000,3,1,1040,6250,1,3,79
295000,4,2,980,10640,1,5,43
910000,4,3.25,3340,10890,1.5,3,58
1150000,6,4.5,6040,219542,2,3,25
431500,3,3.5,1900,1612,2,3,13
180000,4,1.5,1740,7292,1,3,59
677000,3,2,2000,3207,1,4,105
1180500,3,1.75,1610,7200,1,3,48
635700,4,2.5,3240,13978,1,3,44
482000,5,2.25,2230,9600,1,3,43
168000,2,2.5,1160,2174,2,3,23
805000,4,2.75,2410,6000,1,5,71
398000,2,1,590,10945,1.5,3,38
665000,4,2.5,2600,17388,2,3,25
592500,4,3,2170,8240,1,4,53
940000,4,2.75,2080,4000,1.5,3,109
655000,4,2.5,2860,12394,2,3,22
622500,4,2.5,2980,8107,2,3,21
380000,2,2.5,1230,987,2,3,10
648360,4,1.75,2260,7005,1,4,74
432000,3,2.75,2200,14925,1,3,39
1050000,4,2.5,3030,12590,1.5,4,33
353250,2,1,1060,1600,2,3,42
1000000,4,3,4260,18687,2,3,25
320000,3,2.25,998,844,2,3,14
349900,4,2.5,2052,3723,2,3,7
330000,4,3.5,3150,6202,2,3,16
408000,3,2.25,1950,7221,1,4,15
321000,3,2.25,1347,1292,3,3,11
1051000,4,3.75,3860,5474,2.5,3,14
2150000,4,5.5,5060,10320,2,3,13
359000,3,1.5,1360,885,3,3,13
300000,5,2.5,2760,6000,2,3,15
380000,5,3.5,2420,4670,2,3,8
660000,3,2.5,2450,4332,2,3,11
355000,3,2.25,1280,959,3,3,16
259000,3,2.5,1550,3569,2,3,10
353000,1,1,550,1279,2,3,13
430000,2,2.5,1520,1588,2,3,14
460000,3,1,1670,4005,1.5,4,82
80000,1,0.75,430,5050,1,2,109
782000,4,2.5,2380,9614,2,4,30
218000,3,1,960,9633,1,5,39
325000,3,1,1920,6862,1,3,69
980000,4,3,3680,5854,1,3,54
902000,4,2.25,2530,9200,1,5,45
556000,5,2.5,3840,16905,2,3,30
662990,3,1.75,1240,3600,1.5,5,95
225000,2,1,1300,11867,1.5,4,46
439950,4,2.5,2380,12067,2,3,19
175000,2,1,1300,44431,1,5,63
306000,2,1,780,13500,1,4,75
235000,4,2.5,1810,39639,1,3,51
399500,3,1.75,2420,12676,2,3,110
478000,3,1,1280,2580,1.5,3,111
515000,2,1,1680,6500,1,4,80
550000,3,2.5,2510,5400,2,3,29
149000,3,1,1700,8645,1,3,66
526000,3,1.75,1680,3420,1,3,29
527550,1,0.75,820,59677,1,3,22
1050000,3,4,4380,42769,2,5,38
625000,3,2.5,2600,10092,1,3,37
950000,5,3.25,3400,7452,2,3,22
377691,5,1.75,2120,8399,1,4,79
648475,4,2.75,2250,5700,1,3,70
383000,3,1,1800,5612,1,4,79
535000,3,2.5,2210,7620,2,3,27
449950,3,2,1560,4080,2,3,98
465425,4,2.75,2430,20720,1,3,54
675000,4,2.5,2560,36601,2,4,34
599000,3,2.75,1960,2500,1.5,5,95
416000,3,1.5,1110,9762,1,4,58
595000,2,1.5,1030,4500,1,3,97
200000,4,1,1350,11507,1,3,55
402000,3,2,1540,1827,2,3,16
433000,4,1.75,1830,9600,1,4,55
275000,4,1.5,1930,15531,2,3,42
410000,3,2,1650,9641,1.5,3,38
554820,4,2,3510,12905,1,3,56
1325000,4,3,3370,7920,1,3,33
735000,3,2.5,2390,9157,2,3,37
607000,3,1,1230,8114,1,4,70
549900,4,3,2830,213879,2,4,34
258000,3,1.75,1620,7540,1,3,33
661254,4,4,2290,6250,1.5,5,81
945000,4,2,2840,13367,1,3,69
799950,4,3.5,4220,196817,2,3,28
132500,3,1,1080,10500,1,3,54
467100,3,1.75,1620,8645,1,3,48
1610000,4,3.5,4390,11600,2,3,31
641000,3,1.75,1620,3975,1,5,95
350000,3,1,1010,11244,1,4,74
335000,4,2.5,1750,8476,1,4,38
900000,3,3.5,4080,217697,1.5,3,21
440000,4,2.5,2560,10400,1,4,56
464600,3,1.75,1120,5500,1.5,4,96
1200000,4,3.5,4740,172497,2,3,18
300000,2,1,1340,7788,1,3,74
670500,4,2,1590,6750,1,3,70
552000,3,1,1430,5000,1,4,102
244000,4,1,1450,8960,1,3,78
788600,4,2.75,3500,7200,2,3,16
445000,3,2,1630,8702,1,3,34
530000,4,1.75,1814,5000,1,4,70
90000,2,1,580,7500,1,3,78
585000,3,2,1670,4572,1.5,3,90
498000,2,2,1140,8282,1,3,97
379000,2,1,800,6380,1,3,81
462000,3,1.75,1300,2580,1,5,102
388000,4,2.5,2440,7155,2,3,28
255000,3,2,1490,8371,1.5,3,37
665000,3,2.75,1800,9550,1,4,55
550000,3,2,1830,9152,1,5,62
606000,3,1,1500,3920,1,3,74
334000,4,2.5,2210,6080,1,4,56
360000,3,2,1270,1323,3,3,15
235000,2,1,1140,1730,1.5,3,14
580000,3,2.5,1620,1173,3,3,13
355000,3,2,1220,1186,3,3,14
375000,2,2.5,750,1430,2,3,15
372000,4,1.75,1960,9300,1,5,42
479000,3,1,1370,3000,1.5,3,97
2000000,5,4,4580,4443,3,3,17
1680000,4,4.25,5584,68257,2,3,23
501000,2,1,1010,4320,1,5,97
245000,3,1.75,1260,6908,1,3,27
496700,3,2.5,1740,5782,2,4,32
347000,4,1.5,2670,10026,2,3,25
199000,2,1,720,7200,1,5,78
440500,3,2.5,2460,4399,2,3,14
820000,4,2.5,3670,7000,2,3,16
325000,4,3.5,2630,3435,1.5,3,37
195000,3,1.75,1570,8459,1,3,30
675000,3,3,2980,28000,1,3,40
295000,3,2.5,1560,4200,2,3,18
355300,3,2.5,1620,7410,1,5,66
276000,3,1,1140,5000,1,3,61
460000,2,1.5,2730,19877,1,4,45
880000,3,2,2130,35169,1,4,32
370000,3,2.5,1780,4050,2,3,20
346000,4,2.5,2100,3916,2,3,12
172500,3,1,1140,8800,1,3,49
379950,3,1.5,1690,9144,1,4,65
468000,2,1,1160,6000,1,4,79
477000,4,2.75,1720,6270,2,3,43
529000,3,1,1210,3328,1.5,4,97
312000,3,1.5,1255,1374,3,3,17
326100,2,1,880,7683,1,3,79
360000,3,1,1050,9206,1.5,3,67
438000,3,1.75,1650,12940,1,4,60
360000,3,1,1570,9467,1,3,67
1050000,4,2.5,2920,7200,1,3,100
688000,4,3,3000,4000,1.5,3,108
585000,3,1.75,1850,7735,1,4,38
265000,3,2.5,1440,7741,1,4,38
375000,3,1.75,1440,8775,1,3,48
326500,3,1,1810,12375,2,3,51
160000,2,1,1180,9350,1,3,103
1570000,4,3.75,3070,5850,2,5,94
735000,5,2.75,3390,5211,2,3,17
400000,2,1,1470,6120,1,2,81
800000,4,2.5,2680,7200,1,3,69
949880,4,2.25,2290,10687,2,3,43
405000,3,1.75,1980,8100,1,4,72
399000,4,2.5,2870,9292,2,3,42
730001,3,2,1840,4750,1,5,70
1795000,4,3.25,4060,13000,2,3,21
260000,3,2,1630,8018,1,3,18
751750,2,2,1880,5400,1.5,3,119
325000,3,1.75,1780,13095,1,4,38
344950,4,2,2330,6250,1,4,80
457500,3,1.75,1840,4030,1,5,96
389000,5,2,2330,10750,1,4,59
515000,4,2.5,3200,6473,2,3,16
732000,3,2.5,2330,1987,2,3,17
415000,3,2.25,1950,8868,1,3,57
